On/Off	Clk	Blank	0	1	2	3	4	5	6	7	8	9	Counter	Reg1	Reg2	Reg3	Reg4	Reg5	Reg6	Reg7
1	1	0	0	0	0	0	0	0	0	0	0	0	3	8	00	00	00	00	00	00
1	0	0	0	0	0	0	0	0	0	0	0	0	3	8	00	00	00	00	00	00
1	1	0	0	0	0	0	0	0	0	0	0	0	4	8	60	00	00	00	00	00
1	0	0	0	0	0	0	0	0	0	0	0	0	4	8	60	00	00	00	00	00
1	1	0	0	0	0	0	0	0	0	0	0	0	5	8	47	60	00	00	00	00
1	0	0	0	0	0	0	0	0	0	0	0	0	5	8	47	60	00	00	00	00
1	1	0	0	0	0	0	0	0	0	0	0	0	6	8	48	47	60	00	00	00
1	0	0	0	0	0	0	0	0	0	0	0	0	6	8	48	47	60	00	00	00
1	1	0	0	0	0	0	0	0	0	0	0	0	7	8	50	48	47	60	00	00
1	0	0	0	0	0	0	0	0	0	0	0	0	7	8	50	48	47	60	00	00
1	1	0	0	0	0	0	0	0	0	0	0	0	8	8	60	50	48	47	60	00
1	0	0	0	0	0	0	0	0	0	0	0	0	8	8	60	50	48	47	60	00
1	1	0	0	0	0	0	0	0	0	0	0	0	9	8	00	60	50	48	47	60
1	0	0	0	0	0	0	0	0	0	0	0	0	9	8	00	60	50	48	47	60
1	1	0	0	0	0	0	0	0	0	0	0	0	10	8	00	00	60	50	48	47
1	0	0	0	0	0	0	0	0	0	0	0	0	10	8	00	00	60	50	48	47
1	1	0	0	0	0	0	0	0	0	0	0	0	11	8	00	00	00	60	50	48
1	0	0	0	0	0	0	0	0	0	0	0	0	11	8	00	00	00	60	50	48
1	1	0	0	0	0	0	0	0	0	0	0	0	12	8	60	00	00	00	60	50
1	0	0	0	0	0	0	0	0	0	0	0	0	12	8	60	00	00	00	60	50
1	1	0	0	0	0	0	0	0	0	0	0	0	13	8	47	60	00	00	00	60
1	0	0	0	0	0	0	0	0	0	0	0	0	13	8	47	60	00	00	00	60
1	1	0	0	0	0	0	0	0	0	0	0	0	14	8	48	47	60	00	00	00
1	0	0	0	0	0	0	0	0	0	0	0	0	14	8	48	47	60	00	00	00
1	1	0	0	0	0	0	0	0	0	0	0	0	15	8	50	48	47	60	00	00
1	0	0	0	0	0	0	0	0	0	0	0	0	15	8	50	48	47	60	00	00
1	0	0	0	0	0	0	0	0	0	0	1	0	0	8	00	00	00	00	00	00
1	1	0	0	0	0	0	0	0	0	0	1	0	0	9	00	00	00	00	00	00
1	1	0	0	0	0	0	0	0	0	0	0	0	0	9	00	00	00	00	00	00
1	0	0	0	0	0	0	0	0	0	0	0	0	0	9	00	00	00	00	00	00
1	1	0	0	0	0	0	0	0	0	0	0	0	1	9	00	00	00	00	00	00
1	0	0	0	0	0	0	0	0	0	0	0	0	1	9	00	00	00	00	00	00
1	1	0	0	0	0	0	0	0	0	0	0	0	2	9	00	00	00	00	00	00
1	0	0	0	0	0	0	0	0	0	0	0	0	2	9	00	00	00	00	00	00
1	1	0	0	0	0	0	0	0	0	0	0	0	3	9	00	00	00	00	00	00
1	0	0	0	0	0	0	0	0	0	0	0	0	3	9	00	00	00	00	00	00
1	1	0	0	0	0	0	0	0	0	0	0	0	4	9	36	00	00	00	00	00
1	0	0	0	0	0	0	0	0	0	0	0	0	4	9	36	00	00	00	00	00
1	1	0	0	0	0	0	0	0	0	0	0	0	5	9	49	36	00	00	00	00
1	0	0	0	0	0	0	0	0	0	0	0	0	5	9	49	36	00	00	00	00
1	1	0	0	0	0	0	0	0	0	0	0	0	6	9	49	49	36	00	00	00
1	0	0	0	0	0	0	0	0	0	0	0	0	6	9	49	49	36	00	00	00
1	1	0	0	0	0	0	0	0	0	0	0	0	7	9	49	49	49	36	00	00
1	0	0	0	0	0	0	0	0	0	0	0	0	7	9	49	49	49	36	00	00
1	1	0	0	0	0	0	0	0	0	0	0	0	8	9	36	49	49	49	36	00
1	0	0	0	0	0	0	0	0	0	0	0	0	8	9	36	49	49	49	36	00
1	1	0	0	0	0	0	0	0	0	0	0	0	9	9	00	36	49	49	49	36
1	0	0	0	0	0	0	0	0	0	0	0	0	9	9	00	36	49	49	49	36
1	1	0	0	0	0	0	0	0	0	0	0	0	10	9	00	00	36	49	49	49
1	0	0	0	0	0	0	0	0	0	0	0	0	10	9	00	00	36	49	49	49
1	1	0	0	0	0	0	0	0	0	0	0	0	11	9	00	00	00	36	49	49
1	0	0	0	0	0	0	0	0	0	0	0	0	11	9	00	00	00	36	49	49
1	1	0	0	0	0	0	0	0	0	0	0	0	12	9	36	00	00	00	36	49
1	0	0	0	0	0	0	0	0	0	0	0	0	12	9	36	00	00	00	36	49
1	1	0	0	0	0	0	0	0	0	0	0	0	13	9	49	36	00	00	00	36
1	0	0	0	0	0	0	0	0	0	0	0	0	13	9	49	36	00	00	00	36
1	1	0	0	0	0	0	0	0	0	0	0	0	14	9	49	49	36	00	00	00
1	0	0	0	0	0	0	0	0	0	0	0	0	14	9	49	49	36	00	00	00
1	1	0	0	0	0	0	0	0	0	0	0	0	15	9	49	49	49	36	00	00
1	0	0	0	0	0	0	0	0	0	0	0	0	15	9	49	49	49	36	00	00
1	0	0	0	0	0	0	0	0	0	0	0	1	0	9	00	00	00	00	00	00
1	1	0	0	0	0	0	0	0	0	0	0	1	0	a	00	00	00	00	00	00
1	0	0	0	0	0	0	0	0	0	0	0	1	0	a	00	00	00	00	00	00
1	0	0	0	0	0	0	0	0	0	0	0	0	0	a	00	00	00	00	00	00
1	1	0	0	0	0	0	0	0	0	0	0	0	1	a	00	00	00	00	00	00
1	0	0	0	0	0	0	0	0	0	0	0	0	1	a	00	00	00	00	00	00
1	1	0	0	0	0	0	0	0	0	0	0	0	2	a	00	00	00	00	00	00
1	0	0	0	0	0	0	0	0	0	0	0	0	2	a	00	00	00	00	00	00
1	1	0	0	0	0	0	0	0	0	0	0	0	3	a	00	00	00	00	00	00
1	0	0	0	0	0	0	0	0	0	0	0	0	3	a	00	00	00	00	00	00
1	1	0	0	0	0	0	0	0	0	0	0	0	4	a	30	00	00	00	00	00
1	0	0	0	0	0	0	0	0	0	0	0	0	4	a	30	00	00	00	00	00
1	1	0	0	0	0	0	0	0	0	0	0	0	5	a	49	30	00	00	00	00
1	0	0	0	0	0	0	0	0	0	0	0	0	5	a	49	30	00	00	00	00
1	1	0	0	0	0	0	0	0	0	0	0	0	6	a	49	49	30	00	00	00
1	0	0	0	0	0	0	0	0	0	0	0	0	6	a	49	49	30	00	00	00
1	1	0	0	0	0	0	0	0	0	0	0	0	7	a	4a	49	49	30	00	00
1	0	0	0	0	0	0	0	0	0	0	0	0	7	a	4a	49	49	30	00	00
1	1	0	0	0	0	0	0	0	0	0	0	0	8	a	3c	4a	49	49	30	00
1	0	0	0	0	0	0	0	0	0	0	0	0	8	a	3c	4a	49	49	30	00
1	1	0	0	0	0	0	0	0	0	0	0	0	9	a	00	3c	4a	49	49	30
1	0	0	0	0	0	0	0	0	0	0	0	0	9	a	00	3c	4a	49	49	30
1	1	0	0	0	0	0	0	0	0	0	0	0	10	a	00	00	3c	4a	49	49
1	0	0	0	0	0	0	0	0	0	0	0	0	10	a	00	00	3c	4a	49	49
1	1	0	0	0	0	0	0	0	0	0	0	0	11	a	00	00	00	3c	4a	49
1	0	0	0	0	0	0	0	0	0	0	0	0	11	a	00	00	00	3c	4a	49
1	1	0	0	0	0	0	0	0	0	0	0	0	12	a	30	00	00	00	3c	4a
1	0	0	0	0	0	0	0	0	0	0	0	0	12	a	30	00	00	00	3c	4a
1	1	0	0	0	0	0	0	0	0	0	0	0	13	a	49	30	00	00	00	3c
1	0	0	0	0	0	0	0	0	0	0	0	0	13	a	49	30	00	00	00	3c
1	1	0	0	0	0	0	0	0	0	0	0	0	14	a	49	49	30	00	00	00
1	0	0	0	0	0	0	0	0	0	0	0	0	14	a	49	49	30	00	00	00
